,Word,Accent index
1494,hijena,4
1495,hijerarhija,6
1496,hijerarhijski,6
1497,hijeroglif,6
1498,hiljada,2
1499,hiljadu,2
1500,himba,2
1501,himben,2
1502,himbenost,2
1503,himna,2
1504,hindski,2
1505,hinduist,5
1506,i,1
1507,I,0
1508,ia,1
1509,iako,2
1510,ičiji,1
1511,ići,1
1512,ideal,3
1513,idealan,1
1514,idealist,4
1515,idealistica,4
1516,idealističin,4
1517,idealizirati,8
1518,ideja,3
1519,identificirati,10
1520,identifikacija,10
1521,identitet,6
1522,ideologija,6
1523,ideološki,4
1524,idila,3
1525,idiličan,3
1526,idilični,3
1527,idiofonski,1
1528,idiolekt,4
1529,idiom,3
1530,idiomski,3
1531,idiot,3
1532,idiotija,4
1533,idiotkinja,3
1534,idiotski,3
1535,idol,1
1536,idolatrija,5
1537,idolopoklonstvo,10
1538,idući,1
1539,igdje,1
1540,igla,1
1541,iglica,1
1542,igličast,1
1543,iglu,1
1544,igra,1
1545,igrač,1
1546,igračica,4
1547,igračičin,4
1548,igračka,1
1549,igračnica,1
1550,igraći,1
1551,igralište,1
1552,igrani,1
1553,igranje,1
1554,igraonica,5
1555,igrati,1
1556,igrokaz,1
1557,iguana,4
1558,ih,1
1559,ihtiosaur,7
1560,ijedan,1
1561,ijekavica,3
1562,ijekavski,3
1563,ikada,1
1564,ikakav,1
1565,ikako,1
1566,ikavica,1
1567,ikavski,1
1568,ikebana,5
1569,ikoji,1
1570,ikona,1
1571,ikra,1
1572,iks,1
1573,ikud,1
1574,ikuda,1
1575,ilegalan,1
1576,ilegalno,1
1577,ili,1
1578,ilirac,3
1579,ilirčev,3
1580,ilirski,1
1581,ilovača,1
1582,ilovast,1
1583,ilustracija,7
1584,ilustrator,3
1585,ilustratorica,3
1586,ilustratoričin,3
1587,ilustrirati,7
1588,iluzija,3
1589,im,0
1590,imaginacija,7
1591,imam,1
1592,imanje,1
1593,imati,1
1594,imbecil,4
1595,ime,1
1596,imela,1
1597,imendan,1
1598,imenica,1
1599,imenički,1
1600,imenik,1
1601,imenovanje,1
1602,imenovati,1
1603,imenski,1
1604,imenjak,1
1605,imenjakinja,6
1606,imigracija,6
1607,imigrant,3
1608,imigrantica,3
1609,imigrantičin,3
1610,imigrantski,3
1611,imigrirati,6
1612,imitacija,5
1613,imitiranje,5
1614,imitirati,5
1615,imovina,3
1616,imperativ,1
1617,imperator,4
1618,imperatorski,4
1619,imperfekt,1
1620,imperfektivni,1
1621,imperfektni,1
1622,imperij,1
1623,imperijalistički,10
1624,imperijalizam,10
1625,implicitan,5
1626,imponirati,6
1627,import,1
1628,impresija,5
1629,impresionist,8
1630,impresionistica,8
1631,impresionističin,8
1632,impresionistički,10
1633,impresionizam,10
1634,improvizacija,9
1635,improvizirati,9
1636,impuls,1
1637,imućan,1
1638,imućnost,1
1639,imun,1
1640,imunitet,5
1641,imunost,1
1642,inače,1
1643,inačica,3
1644,inat,1
1645,inatiti,3
1646,incest,1
1647,inćun,1
1648,indeks,1
1649,indiferentan,8
1650,indiferentnost,8
1651,indikativ,1
1652,indikator,4
1653,indirektan,1
1654,individualan,1
1655,individualizacija,13
1656,indonezijski,4
1657,inducirati,6
1658,indukcija,4
1659,indukcijski,4
1660,induktor,1
1661,indulgencija,7
1662,industrija,4
1663,industrijalizacija,14
1664,industrijski,4
1665,inercija,3
1666,inertan,3
1667,infarkt,1
1668,infekcija,4
1669,infekcijski,4
1670,inficirati,6
1671,infiks,1
1672,infinitiv,1
1673,inflacija,5
1674,inflacijski,5
1675,inflatoran,1
1676,influenca,6
1677,informacija,7
1678,informacijski,7
1679,informatičar,7
1680,informatičarev,7
1681,informatičarka,7
1682,informatičarov,7
1683,informatički,7
1684,informatika,7
1685,informirati,7
1686,infracrven,8
1687,infragrijalica,1
1688,infrastruktura,12
1689,infrastrukturni,9
1690,infuzija,4
1691,ing.,0
1692,ini,1
1693,j,0
1694,J,0
1695,ja,2
1696,jablan,2
1697,jabučica,2
1698,jabučni,2
1699,jabuka,2
1700,jabukov,2
1701,jabukovača,2
1702,jačanje,2
1703,jačati,2
1704,jačina,4
1705,jad,2
1706,jadan,2
1707,jadati,2
1708,jadikovanje,2
1709,jadikovati,2
1710,jadikovka,2
1711,jadnica,2
1712,jadničin,2
1713,jadnik,2
1714,jaganjac,2
1715,jaglac,2
1716,jagoda,2
1717,jagodica,2
1718,jaguar,2
1719,jahač,2
1720,jahačica,4
1721,jahačičin,4
1722,jahački,2
1723,jahaći,2
1724,jahaćica,4
1725,jahanje,2
1726,jahati,2
1727,jahta,2
1728,jahtaš,2
1729,jahtašica,5
1730,jahtašičin,5
1731,jahtaški,2
1732,jajašce,4
1733,jaje,2
1734,jajni,2
1735,jajnik,2
1736,jajolik,4
1737,jajovod,2
1738,jak,2
1739,jakna,2
1740,jako,2
1741,jakobinac,6
1742,jakobinčev,6
1743,jakost,2
1744,jalov,2
1745,jama,2
1746,jamac,2
1747,jamačno,2
1748,jamčiti,2
1749,jamica,2
1750,jamski,2
1751,jamstveni,2
1752,jamstvo,2
1753,jantar,2
1754,jantarni,2
1755,janjad,2
1756,janje,2
1757,janjeći,2
1758,janjetina,2
1759,janjičar,2
1760,janjičarev,2
1761,janjičarov,2
1762,janjičarski,2
1763,janjiti,2
1764,jao,2
1765,japanski,2
1766,jarac,2
1767,jarad,2
1768,jarak,2
1769,jaram,2
1770,jarbol,2
1771,jarčev,2
1772,jard,2
1773,jare,2
1774,jarebica,4
1775,jareći,2
1776,jaretina,2
1777,jari,2
1778,jarić,2
1779,jarki,2
1780,jaruga,2
1781,jaružati,4
1782,jasan,2
1783,jasen,2
1784,jasle,2
1785,jaslice,2
1786,jasmin,2
1787,jasno,2
1788,jasnoća,5
1789,jastog,2
1790,jastreb,2
1791,jastučić,2
1792,jastuk,2
1793,jat,2
1794,jato,2
1795,jatrokemičar,7
1796,jatrokemičarev,7
1797,jatrokemičarov,7
1798,jatrokemija,7
1799,jauk,2
1800,jaukanje,3
1801,jaukati,3
1802,jauknuti,3
1803,java,2
1804,javiti,2
1805,javljanje,2
1806,javljati,2
1807,javni,2
1808,javnost,2
1809,javor,2
1810,javorov,2
1811,jaz,2
1812,jazavac,2
1813,jazavčar,2
1814,jazbina,2
1815,jd.,0
1816,je,0
1817,jecaj,2
1818,jecanje,2
1819,jecati,2
1820,ječam,2
1821,ječati,2
1822,ječmenac,5
1823,ječmeni,2
1824,jedak,2
1825,jedan,2
1826,jedanaest,4
1827,jedanaesterac,10
1828,jedanaestero,4
1829,jedanaesti,4
1830,jedanaestogodišnjak,12
1831,jedanaestogodišnjakinja,18
1832,jedanaestogodišnji,12
1833,jedanaestorica,10
1834,jedanput,4
1835,jedar,2
1836,jedenje,2
1837,jedinac,4
1838,jedinčev,4
1839,jedini,2
1840,jedinica,4
1841,jediničin,4
1842,jedinični,4
1843,jedinka,2
1844,jedino,2
1845,jedinstven,4
1846,jedinstvo,4
1847,jednačenje,5
1848,jednačiti,5
1849,jednadžba,5
1850,jednak,2
1851,jednako,2
1852,jednakokračan,2
1853,jednakost,5
1854,jednakostraničan,11
1855,jednakovrijedan,2
1856,jedni,2
1857,jednina,5
1858,jedninski,2
1859,jedno,2
1860,jednoatomni,6
1861,jednoatomski,6
1862,jednobojan,5
1863,jednoboščev,7
1864,jednoboštvo,7
1865,jednobožac,7
1866,jednobožački,7
1867,jednocijevan,5
1868,jednočlan,5
1869,jednoć,2
1870,jednodijelan,5
1871,jednodimenzijski,9
1872,jednodimenzionalan,2
1873,jednodnevni,5
1874,jednodomni,5
1875,jednodušan,5
1876,jednofazni,5
1877,jednoglasan,5
1878,jednoglasje,5
1879,jednogodišnjak,7
1880,jednogodišnjakinja,13
1881,jednogodišnji,7
1882,k,0
1883,ka,0
1884,K,0
1885,kabala,4
1886,kabanica,4
1887,kabao,2
1888,kabare,4
1889,kabaret,4
1890,kabel,2
1891,kabina,4
1892,kabinet,4
1893,kabinetski,4
1894,kablić,2
1895,kaciga,2
1896,kačiti,2
1897,kaćun,2
1898,kad,2
1899,kada,2
1900,kadar,2
1901,kadet,2
1902,kadetkinja,4
1903,kadgod,2
1904,kadifica,4
1905,kadija,2
1906,kadiluk,4
1907,kadionica,5
1908,kaditi,2
1909,kadšto,2
1910,kad-tad,2
1911,kadulja,2
1912,kađenje,2
1913,kafić,2
1914,kajak,2
1915,kajakaš,4
1916,kajakašica,6
1917,kajakašičin,6
1918,kajakaštvo,6
1919,kajanje,2
1920,kajati,2
1921,kajda,2
1922,kajdanka,2
1923,kajgana,2
1924,kajkavac,2
1925,kajkavčev,2
1926,kajkavizam,7
1927,kajkavka,2
1928,kajkavski,2
1929,kajkavština,2
1930,kakao,2
1931,kakaovac,2
1932,kakav,2
1933,kakavgod,2
1934,kaki,2
1935,kako,2
1936,kakogod,2
1937,kako-tako,2
1938,kaktus,2
1939,kakvoća,5
1940,kal,2
1941,kalavac,2
1942,kalcificirati,9
1943,kalcifikacija,9
1944,kalcij,2
1945,kalcijev,2
1946,kaleidoskop,7
1947,kalendar,4
1948,kalendarski,4
1949,kalež,2
1950,kalif,2
1951,kalifat,4
1952,kaligraf,4
1953,kaligrafija,7
1954,kaligrafski,4
1955,kaligram,4
1956,kalij,2
1957,kalijev,2
1958,kalina,2
1959,kalkulator,5
1960,kaloričan,4
1961,kalorifer,6
1962,kalorija,2
1963,kalota,2
1964,kalotni,2
1965,kaluđer,2
1966,kaluđerica,2
1967,kaluđeričin,2
1968,kalup,2
1969,kalvinist,5
1970,kalvinistica,5
1971,kalvinističin,5
1972,kalvinizam,7
1973,kaljača,2
1974,kaljati,2
1975,kaljuža,2
1976,kamata,2
1977,kamatni,2
1978,kambij,2
1979,kambrij,2
1980,kameleon,6
1981,kamen,2
1982,kamenac,4
1983,kamenčić,4
1984,kameni,2
1985,kamenica,2
1986,kamenit,4
1987,kamenolom,6
1988,kamenovanje,2
1989,kamenovati,2
1990,kamenjar,4
1991,kamenje,2
1992,kamera,2
1993,kamikaza,6
1994,kamilica,4
1995,kamion,4
1996,kamionski,4
1997,kamo,2
1998,kamp,2
1999,kampirati,5
2000,kampos,2
2001,kanal,2
2002,kanalizacija,8
2003,kanalizacijski,8
2004,kanalizacioni,2
2005,kanarinac,6
2006,kancelar,5
2007,kancelarev,7
2008,kancelarka,5
2009,kancelarov,7
2010,kancerogen,2
2011,kancona,5
2012,kanconijer,5
2013,kandela,2
2014,kandida,2
2015,kandidat,5
2016,kandidatica,7
2017,kandidatičin,7
2018,kandidatkinja,5
2019,kandidatkinjin,5
2020,kandidirati,7
2021,kandža,2
2022,kanistar,2
2023,kaniti,2
2024,kanon,2
2025,kanonik,2
2026,kanonizacija,8
2027,kanonski,2
2028,kanta,2
2029,kantata,5
2030,kantina,5
2031,kanton,2
2032,kanu,2
2033,kanuist,4
2034,kanuistica,4
2035,kanuističin,4
2036,kanuti,2
2037,kanjon,2
2038,kao,2
2039,kaolin,3
2040,kaos,2
2041,kaotičan,3
2042,kap,2
2043,kapa,2
2044,kapacitet,6
2045,kapak,2
2046,kapaljka,2
2047,kapanje,2
2048,kapati,2
2049,kapavac,2
2050,kapela,2
2051,kapelan,4
2052,kapelanski,4
2053,kapelica,2
2054,kapetan,4
2055,kapetanica,6
2056,kapetaničin,6
2057,kapetanija,6
2058,kapilara,6
2059,kapilarnost,6
2060,kapital,4
2061,kapitalist,6
2062,kapitalistica,6
2063,kapitalističin,6
2064,kapitalistički,8
2065,kapitalizam,8
2066,kapitel,4
2067,kapitulacija,8
2068,l,0
2069,L,0
2070,la,2
2071,labav,2
2072,labaviti,2
2073,labavjeti,2
2074,labavost,2
2075,labijal,4
2076,labijalni,2
2077,labilan,2
2078,labiodental,7
2079,labiodentalni,7
2080,labirint,4
2081,labirintni,6
2082,laborant,4
2083,laborantica,4
2084,laborantičin,4
2085,laboratorij,6
2086,laboratorijski,6
2087,labrador,2
2088,labud,2
2089,labuđi,2
2090,ladanje,2
2091,ladica,2
2092,ladino,2
2093,lađa,2
2094,lađar,2
2095,lađarev,4
2096,lađarov,4
2097,lađica,2
2098,lagan,2
2099,lagano,2
2100,lagati,2
2101,lagodan,2
2102,lagodno,2
2103,lagodnost,2
2104,laguna,4
2105,lahor,2
2106,laički,2
2107,laik,2
2108,laikat,3
2109,laikinja,2
2110,lajanje,2
2111,lajati,2
2112,lajtmotiv,6
2113,lak,2
2114,lakaj,2
2115,lakat,2
2116,lakirati,4
2117,lakmus,2
2118,lakmusov,2
2119,lakmus-papir,2
2120,laknuti,2
2121,lako,2
2122,lakoća,4
2123,lakom,2
2124,lakomislen,4
2125,lakomislenost,4
2126,lakomo,2
2127,lakomost,2
2128,lakouman,2
2129,lakoumnost,5
2130,lakovjeran,2
2131,lakovjernost,7
2132,lakrdija,5
2133,lakrdijaš,6
2134,lakrdijašica,8
2135,lakrdijašičin,8
2136,lakrdijaški,6
2137,laksativ,5
2138,laktacija,5
2139,laktaš,2
2140,laktašica,5
2141,laktašičin,5
2142,laktati,2
2143,laktometar,2
2144,laktoza,5
2145,lama,2
2146,lamentacija,7
2147,lamentirati,7
2148,lampa,2
2149,lampica,2
2150,lampion,5
2151,lan,2
2152,lanac,2
2153,lanad,2
2154,lančani,2
2155,lančanik,5
2156,lančast,2
2157,lane,2
2158,laneni,2
2159,lani,2
2160,lansiranje,5
2161,lansirati,5
2162,lansirni,2
2163,lanjski,2
2164,lap,2
2165,lapor,2
2166,lapsus,2
2167,laringitis,7
2168,laringoskop,7
2169,larpurlartist,8
2170,larpurlartistica,8
2171,larpurlartističin,8
2172,larpurlartistički,11
2173,larpurlartizam,11
2174,larva,2
2175,laser,2
2176,laserski,2
2177,lasica,2
2178,laskati,2
2179,laso,2
2180,lasta,2
2181,lastavica,2
2182,lastavičji,2
2183,laštilo,2
2184,laštiti,2
2185,lateral,4
2186,laterna,2
2187,latica,2
2188,latimerija,6
2189,latinica,4
2190,latinični,4
2191,latinist,4
2192,latinistica,4
2193,latinističin,4
2194,latinistički,6
2195,latinizam,6
2196,latinski,2
2197,lav,2
2198,lava,2
2199,lavanda,2
2200,lavež,2
2201,lavina,2
2202,lavlji,2
2203,lavor,2
2204,lavovski,2
2205,laz,2
2206,lazanje,4
2207,laž,2
2208,lažan,2
2209,lažljiv,2
2210,lažljivac,2
2211,lažljivčev,2
2212,lažljivica,2
2213,lažljivičin,2
2214,lažno,2
2215,lebdjelica,2
2216,lebdjenje,2
2217,lebdjeti,2
2218,leća,2
2219,leći,2
2220,led,2
2221,leden,2
2222,ledeni,2
2223,ledenica,4
2224,ledenjački,4
2225,ledenjak,4
2226,ledina,2
2227,ledište,2
2228,lediti,2
2229,ledolomac,6
2230,ledomat,4
2231,leđa,2
2232,leđni,2
2233,legalan,2
2234,legalno,2
2235,legato,2
2236,legenda,2
2237,legendarni,2
2238,legija,2
2239,legionar,5
2240,legionarev,7
2241,legionarov,7
2242,legionarski,5
2243,legirati,4
2244,legitiman,2
2245,legitimirati,8
2246,leglica,2
2247,leglo,2
2248,legura,4
2249,legvan,2
2250,lekcija,2
2251,lekcionar,6
2252,leksem,2
2253,leksik,2
2254,leksikograf,7
2255,leksikografija,10
2256,m,0
2257,M,0
2258,ma,0
2259,maca,2
2260,macaklin,4
2261,mač,2
2262,mačak,2
2263,mače,2
2264,mačevalac,2
2265,mačevanje,2
2266,mačevaočev,2
2267,mačevati,2
2268,mačić,2
2269,mačji,2
2270,mačka,2
2271,mačkica,2
2272,maćeha,2
2273,maći,2
2274,maćuhica,2
2275,mada,2
2276,madež,2
2277,madrac,2
2278,madrigal,5
2279,mađarizacija,8
2280,mađaron,4
2281,mađaronski,4
2282,mađarski,2
2283,mađioničar,5
2284,mađioničarev,5
2285,mađioničarka,5
2286,mađioničarov,5
2287,mađioničarski,5
2288,maestral,3
2289,maestro,2
2290,mafija,2
2291,mafijaš,4
2292,mafijašica,6
2293,mafijašičin,6
2294,mafijaški,4
2295,mag,2
2296,magarac,2
2297,magarčić,4
2298,magareći,2
2299,magarica,2
2300,magazin,2
2301,magija,2
2302,magijski,2
2303,maginja,2
2304,magistar,2
2305,magisterij,4
2306,magistrala,8
2307,magistralni,2
2308,magistrat,4
2309,magistrica,2
2310,magistričin,2
2311,magistrirati,8
2312,magistrov,2
2313,magla,2
2314,maglenka,2
2315,maglica,2
2316,magliti,2
2317,maglovit,5
2318,magluština,5
2319,magma,2
2320,magmatski,2
2321,magnet,2
2322,magnetičan,5
2323,magnetičnost,5
2324,magnetit,5
2325,magnetizam,7
2326,magnetizirati,9
2327,magnetni,2
2328,magnetofon,7
2329,magnetski,2
2330,magnezij,2
2331,magnezijev,2
2332,magnezijski,2
2333,magnolija,2
2334,mah,2
2335,mahagoni,4
2336,mahagonij,4
2337,maharadža,2
2338,mahati,2
2339,mahnit,2
2340,mahnitati,5
2341,mahnitost,2
2342,mahnuti,2
2343,mahovina,2
2344,mahovinast,2
2345,mahuna,2
2346,mahunarka,2
2347,mahunast,2
2348,majčica,2
2349,majčičin,2
2350,majčin,2
2351,majčinski,2
2352,majčinstvo,2
2353,majica,2
2354,majka,2
2355,majmun,2
2356,majmunski,2
2357,majoneza,6
2358,major,2
2359,majstor,2
2360,majstorica,2
2361,majstoričin,2
2362,majstorski,2
2363,majur,2
2364,mak,2
2365,makadam,2
2366,makadamski,2
2367,makaki,2
2368,makar,2
2369,makaroni,6
2370,makedonski,4
2371,maketa,4
2372,makija,2
2373,maknuti,2
2374,makovnjača,4
2375,makrobiotičar,8
2376,makrobiotičarev,8
2377,makrobiotičarka,8
2378,makrobiotičarov,8
2379,makrobiotički,8
2380,makrobiotika,8
2381,makromolekula,9
2382,makromolekulski,9
2383,makroregija,2
2384,makroskopski,2
2385,maksima,5
2386,maksimalan,2
2387,maksimum,2
2388,malahan,2
2389,malajski,2
2390,malaksati,4
2391,malaksavati,7
2392,malarični,4
2393,malarija,2
2394,malen,2
2395,malešan,2
2396,malgaški,2
2397,mali,2
2398,maligni,2
2399,malina,2
2400,malinin,2
2401,malinov,2
2402,malinovac,2
2403,malko,2
2404,malminjat,5
2405,malo,2
2406,malobrojan,2
2407,malobrojnost,7
2408,maločekinjaš,8
2409,maločetinaš,8
2410,malodušan,4
2411,malodušnost,4
2412,malograđanin,2
2413,malograđanka,2
2414,malograđanski,2
2415,malokad,2
2416,malokolutićavac,8
2417,maloljetan,4
2418,maloljetnica,4
2419,maloljetničin,4
2420,maloljetnik,4
2421,maloljetnost,4
2422,maloprije,2
2423,malteški,2
2424,maltoza,5
2425,malj,2
2426,malja,2
2427,mama,2
2428,mamac,2
2429,mamica,2
2430,mamiti,2
2431,mamut,2
2432,mamutovac,2
2433,mamutski,2
2434,mamuza,2
2435,mana,2
2436,manastir,2
2437,manastirski,2
2438,mandarin,5
2439,mandarina,7
2440,mandarinka,5
2441,mandat,2
2442,n,0
2443,N,0
2444,na,2
2445,nabacati,4
2446,nabaciti,4
2447,nabacivati,6
2448,nabacivati²,6
2449,nabadati,4
2450,nabava,2
2451,nabaviti,2
2452,nabavljač,4
2453,nabavljačica,8
2454,nabavljačičin,8
2455,nabavljati,2
2456,nabavni,2
2457,nabijanje,4
2458,nabijati,4
2459,nabijen,4
2460,nabirati,2
2461,nabiti,2
2462,naboj,2
2463,nabojni,2
2464,nabolje,2
2465,nabor,2
2466,naborati,4
2467,nabosti,2
2468,nabožan,2
2469,nabožnost,2
2470,nabrajati,5
2471,nabrati,2
2472,nabrati²,2
2473,nabreknuti,5
2474,nabrojati,5
2475,nabrojiti,5
2476,nabubriti,4
2477,nabujak,2
2478,nabujati,4
2479,naceriti,2
2480,nacija,2
2481,nacijepati,6
2482,naciljati,4
2483,nacionalist,7
2484,nacionalistica,7
2485,nacionalističin,7
2486,nacionalistički,9
2487,nacionalizacija,11
2488,nacionalizam,9
2489,nacionalizirati,11
2490,nacionalni,2
2491,nacionalnost,7
2492,nacionalsocijalistički,16
2493,nacionalsocijalizam,16
2494,nacist,2
2495,nacistica,2
2496,nacističin,2
2497,nacistički,4
2498,nacizam,4
2499,nacrt,2
2500,nacrtati,2
2501,nacrtni,2
2502,načas,2
2503,načelan,2
2504,načelnica,2
2505,načelničin,2
2506,načelnik,2
2507,načelno,2
2508,načelnost,2
2509,načelo,4
2510,načeti,2
2511,način,2
2512,načiniti,4
2513,načinski,2
2514,načinjati,2
2515,načitan,2
2516,načitati,4
2517,načuditi,2
2518,načupati,4
2519,načuti,2
2520,naći,2
2521,naćuliti,4
2522,nada,2
2523,nadahnuće,7
2524,nadahnuti,4
2525,nadahnjivati,8
2526,nadaleko,6
2527,nadalje,2
2528,nadaren,2
2529,nadarenost,2
2530,nadasve,4
2531,nadati,2
2532,nadbiskup,2
2533,nadbiskupija,8
2534,nadbiskupijski,8
2535,nadbiskupski,2
2536,nadcarstvo,2
2537,nadčovjek,5
2538,nadebljati,4
2539,nadesno,2
2540,nadglasati,6
2541,nadglasavati,8
2542,nadgledanje,6
2543,nadgledati,6
2544,nadglednica,2
2545,nadgledničin,2
2546,nadglednik,2
2547,nadgradnja,6
2548,nadgrobni,2
2549,nadići,2
2550,nadignuti,2
2551,nadigrati,4
2552,nadigravati,7
2553,nadijevati,6
2554,nadilaziti,4
2555,nadimak,2
2556,nadimati,2
2557,nadizati,2
2558,nadjačati,5
2559,nadjačavati,7
2560,nadjenuti,2
2561,nadjev,2
2562,nadlaktica,2
2563,nadlanica,2
2564,nadletjeti,5
2565,nadležan,2
2566,nadlijetanje,7
2567,nadlijetati,7
2568,nadmašiti,5
2569,nadmašiv,5
2570,nadmašivati,7
2571,nadmetanje,2
2572,nadmetati,2
2573,nadmoć,2
2574,nadmoćan,2
2575,nadmorski,2
2576,nadmudriti,5
2577,nadmudrivati,8
2578,nadnaravan,5
2579,nadnevak,2
2580,nadnica,2
2581,nadničar,2
2582,nadničarev,2
2583,nadničarka,2
2584,nadničarov,2
2585,nadnijeti,2
2586,nadnositi,5
2587,nadobudan,2
2588,nadobudnost,2
2589,nadoći,2
2590,nadograditi,7
2591,nadograđivati,9
2592,nadohvat,2
2593,nadoknada,2
2594,nadoknaditi,4
2595,nadoknadiv,7
2596,nadoknadivost,7
2597,nadoknađivati,9
2598,nadolaziti,4
2599,nadolijevati,8
2600,nadoliti,4
2601,nadolje,2
2602,nadomak,4
2603,nadomjestak,4
2604,nadomjestan,4
2605,nadomjestiti,4
2606,nadomještati,7
2607,nadopisati,6
2608,nadopisivati,8
2609,nadoplaćivati,9
2610,nadoplata,2
2611,nadoplatiti,7
2612,nadopuna,2
2613,nadopuniti,4
2614,nadopunjati,6
2615,nadopunjavati,9
2616,nadopunjivati,9
2617,nadovezati,6
2618,nadovezivati,8
2619,nadozidati,6
2620,nadozidavati,8
2621,nadrastati,5
2622,nadrasti,2
2623,nadražaj,2
2624,nadražiti,5
2625,nadraživati,7
2626,nadrealist,6
2627,nadrealistica,6
2628,nadrealističin,8
2629,nadrealistički,8
2630,o,1
2631,oaza,2
2632,oba,1
2633,obad,1
2634,obadva,1
2635,obadvije,1
2636,obadvoje,1
2637,obadvojica,6
2638,obala,1
2639,obalni,1
2640,obamirati,3
2641,obamrijeti,3
2642,obamrlost,3
2643,obao,1
2644,obarati,3
2645,obasipati,3
2646,obasjati,3
2647,obasjavati,6
2648,obasuti,3
2649,obaveza,1
2650,obavezan,1
2651,obavezati,5
2652,obavijati,5
2653,obavijesni,1
2654,obavijest,1
2655,obavijestiti,7
2656,obaviti,1
2657,obavješćivanje,9
2658,obavješćivati,9
2659,obavještajac,9
2660,obavještajčev,9
2661,obavještajka,6
2662,obavještajni,1
2663,obavještavanje,9
2664,obavještavati,9
2665,obavljanje,1
2666,obavljati,1
2667,obazirati,3
2668,obazreti,3
2669,obazriv,3
2670,obazrivost,3
2671,obdan,1
2672,obdariti,4
2673,obducirati,6
2674,obdukcija,4
2675,obećanje,5
2676,obećati,3
2677,obećavati,5
2678,obelisk,3
2679,obeshrabriti,7
2680,obeshrabrivanje,10
2681,obeshrabrivati,10
2682,obezbojiti,6
2683,obezglaviti,7
2684,obezglavljivati,11
2685,obezličiti,6
2686,obezvrijediti,9
2687,obezvređivati,9
2688,obgrliti,1
2689,obgrljivati,7
2690,običaj,1
2691,običajni,1
2692,običan,1
2693,običavati,5
2694,obično,1
2695,običnost,1
2696,obići,1
2697,obijač,3
2698,obijačica,5
2699,obijačičin,5
2700,obijati,3
2701,obijest,1
2702,obijestan,1
2703,obilan,1
2704,obilat,3
2705,obilazak,3
2706,obilaziti,3
2707,obilazni,3
2708,obilaznica,3
2709,obilazno,3
2710,obilaženje,3
2711,obilnost,3
2712,obilovati,1
2713,obilje,1
2714,obilježavati,8
2715,obilježiti,3
2716,obilježivati,8
2717,obilježje,1
2718,obistiniti,1
2719,obistinjavati,9
2720,obistinjivati,9
2721,obitavalište,5
2722,obitavanje,5
2723,obitavati,5
2724,obitelj,3
2725,obiteljski,3
2726,obiti,1
2727,objasniti,4
2728,objašnjavanje,8
2729,objašnjavati,8
2730,objašnjenje,8
2731,objava,1
2732,objaviti,4
2733,objavljenje,8
2734,objavljivanje,8
2735,objavljivati,8
2736,obje,1
2737,objed,1
2738,objediniti,6
2739,objedinjavati,9
2740,objedinjivati,9
2741,objedovati,1
2742,objekt,1
2743,objektiv,4
2744,objektivan,1
2745,objektivnost,7
2746,objektni,1
2747,objesiti,1
2748,oblačak,4
2749,oblačan,1
2750,oblačenje,4
2751,oblačenje²,4
2752,oblačić,4
2753,oblačiti,4
2754,oblačni,1
2755,oblaganje,4
2756,oblagati,4
2757,oblak,1
2758,oblast,1
2759,oblatiti,1
2760,oblatna,1
2761,oblenjak,4
2762,obletjeti,4
2763,oblica,1
2764,obličje,1
2765,oblić,1
2766,oblijepiti,6
2767,oblijetati,6
2768,oblik,1
2769,oblikoslovlje,6
2770,oblikoslovni,6
2771,oblikotvorje,6
2772,oblikotvorni,6
2773,oblikovanje,1
2774,oblikovati,1
2775,oblizati,4
2776,oblizivati,6
2777,obliznuti,1
2778,obližnji,1
2779,oblog,1
2780,obložiti,4
2781,oblutak,4
2782,obljepljivati,9
2783,obljetnica,1
2784,obljubljen,1
2785,obljubljenost,1
2786,obmana,1
2787,obmanuti,4
2788,obmanjivati,7
2789,obnašanje,4
2790,obnašati,4
2791,obnavljanje,4
2792,obnavljati,4
2793,obnoć,1
2794,obnova,1
2795,obnoviti,4
2796,obnovljiv,4
2797,oboa,3
2798,obod,1
2799,obodni,1
2800,obogaćivati,7
2801,obogatiti,3
2802,oboist,3
2803,oboistica,3
2804,oboističin,3
2805,obojati,3
2806,oboje,1
2807,obojen,1
2808,obojica,3
2809,obojiti,3
2810,obolijevati,7
2811,oboljenje,6
2812,oboljeti,3
2813,obor,1
2814,oborina,1
2815,oborinski,1
2816,oboriti,3
2817,p,0
2818,Pa,0
2819,pa,2
2820,pabirak,2
2821,pabirčiti,2
2822,pacijent,4
2823,pacijentica,4
2824,pacijentičin,4
2825,pačad,2
2826,pače,2
2827,pačić,2
2828,pačji,2
2829,paćenica,2
2830,paćeničin,2
2831,paćenički,2
2832,paćenik,2
2833,pad,2
2834,padalina,2
2835,padanje,2
2836,padati,2
2837,padavica,2
2838,padavični,2
2839,padež,2
2840,padežni,2
2841,padina,2
2842,padobran,2
2843,padobranac,7
2844,padobrančev,7
2845,padobranka,4
2846,padobranski,2
2847,pagoda,2
2848,pahovka,2
2849,pahulja,2
2850,pahuljica,4
2851,pajac,2
2852,pak,2
2853,pakao,2
2854,paket,2
2855,paketić,4
2856,pakirati,4
2857,paklina,2
2858,pakost,2
2859,pakostan,2
2860,pakpapir,5
2861,pakt,2
2862,palac,2
2863,palača,2
2864,palačinka,6
2865,palamida,4
2866,palatal,4
2867,palatalizacija,10
2868,palatalni,4
